stop_id,stop_lat,stop_lon
place-gilmn,42.387928,-71.096766
place-gover,42.359705,-71.059215
place-grigg,42.348545,-71.134949
place-grnst,42.310525,-71.107414
place-haecl,42.363021,-71.05829
place-harsq,42.373362,-71.118956
place-harvd,42.350243,-71.131355
place-hsmnl,42.328316,-71.110252
place-hwsst,42.344906,-71.111145
place-hymnl,42.347888,-71.087903
place-jaksn,42.323132,-71.099592
place-jfk,42.320685,-71.052391
place-kencl,42.348949,-71.095169
place-knncl,42.362491,-71.086176
place-kntst,42.344074,-71.114197
place-lake,42.340081,-71.166769
place-lech,42.371572,-71.076584
place-lngmd,42.33596,-71.100052
place-longw,42.341702,-71.109956
place-masta,42.341512,-71.083423
place-matt,42.26762,-71.092486
place-mdftf,42.407975,-71.117044
place-mfa,42.337711,-71.095512
place-mgngl,42.393682,-71.106388
place-miltt,42.270349,-71.067266
place-mispk,42.333195,-71.109756
place-mlmnl,42.426632,-71.07411
place-mvbcl,42.369119,-71.03953
place-newtn,42.322381,-71.205509
place-newto,42.329443,-71.192414
place-north,42.365577,-71.06129
place-nqncy,42.275275,-71.029583
place-nubn,42.329544,-71.083982
place-nuniv,42.340401,-71.088806
place-ogmnl,42.43668,-71.071097
place-orhte,42.386867,-71.004736
place-pktrm,42.356395,-71.062424
place-portr,42.3884,-71.119149
place-prmnl,42.34557,-71.081696
place-qamnl,42.233391,-71.007153
place-qnctr,42.251809,-71.005409
place-rbmnl,42.407843,-70.992533
place-rcmnl,42.331397,-71.095451
place-river,42.337352,-71.252685
place-rsmnl,42.335088,-71.148758
place-rugg,42.336377,-71.088961
place-rvrwy,42.331684,-71.111931
place-sbmnl,42.317062,-71.104248
place-sdmnl,42.390501,-70.997123
place-shmnl,42.31129,-71.053331
place-smary,42.345974,-71.107353
place-smmnl,42.293126,-71.065738
place-sougr,42.3396,-71.157661
place-spmnl,42.366664,-71.067666
place-sstat,42.352271,-71.055242
place-state,42.358978,-71.057598
place-sthld,42.341614,-71.146202
place-stpul,42.343327,-71.116997
place-sull,42.383975,-71.076994
place-sumav,42.34111,-71.12561
place-symcl,42.342687,-71.085056
place-tapst,42.338459,-71.138702
place-tumnl,42.349662,-71.063917
place-unsqu,42.377359,-71.094761
place-valrd,42.268347,-71.081343
place-waban,42.325845,-71.230609
place-wascm,42.343864,-71.142853
place-welln,42.40237,-71.077082
place-wimnl,42.37964,-71.022865
place-wlsta,42.266514,-71.020337
place-wondl,42.41342,-70.991648
place-woodl,42.332902,-71.243362
place-wrnst,42.348343,-71.140457
place-wtcst,42.34863,-71.04246
