"","DOW","stop_id","direction_id","firstArrival_mam","lastArrival_mam","trips","averageHeadway","Percentile90_hw","effectiveHeadway","span_min","span_max","freq_min","span_pass","freq_pass","stop_code","platform_code","stop_name","stop_desc","geometry"
"136","WD","798322",NA,428,889,2,461,461,461,420,1140,20,FALSE,FALSE,"","","Concord St & Becker Cir","",c(264805.610688968, 931115.774268337)
"137","WD","798323",NA,528,1048.99015460305,10,57.8877949558941,60,58.5043546506271,420,1140,20,FALSE,FALSE,"","","Curtis - Clark Building","",c(268924.414776678, 929812.049929944)
"138","WD","798324",NA,429,429,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Destino's","",c(269133.046211069, 929920.654016083)
"139","WD","798325",NA,366,1081,24,31.0869565217391,55,48.3566433566434,420,1140,20,FALSE,FALSE,"","","Dock Square","",c(272364.900940965, 934596.332534343)
"140","WD","798326",NA,395,1105,78,9.22077922077922,27,20.056338028169,420,1140,20,FALSE,FALSE,"","","Dunkin' Donuts","",c(268985.525390921, 929569.054840488)
"141","WD","798327",NA,430,885,3,227.5,405.5,445.10989010989,420,1140,20,FALSE,FALSE,"","","Rogers St - Dunkin' Donuts","",c(269015.946393839, 929575.401392589)
"142","WD","798328",NA,870,870,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Thatcher Rd & Barn Ln at Vista Hotel","",c(270654.196441138, 930510.060393373)
"143","WD","798329",NA,422,425,2,3,3,3,420,1140,20,FALSE,TRUE,"","","East Gloucester Square","",c(269624.919882325, 928904.83936487)
"144","WD","798330",NA,426,426,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","East Main St & Haskell St","",c(269924.641284671, 929691.498046786)
"145","WD","798331",NA,420,1031,6,122.2,126.6,122.358428805237,420,1140,20,FALSE,FALSE,"","","East Main St & Rocky Neck Ave","",c(269375.020938198, 928444.336436186)
"146","WD","798332",NA,862,862,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","East Main St & Bass Ave","",c(269794.220048871, 929967.876040593)
"147","WD","798333",NA,431,431,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Eastern Ave & Harrison Ave","",c(269962.786215604, 930298.885259297)
"148","WD","798334",NA,867,867,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Eastern Ave & Hartz St","",c(270010.391149527, 930319.957468398)
"149","WD","798335",NA,433,433,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Eastern Ave & Webster St","",c(269744.737319289, 930180.175240649)
"150","WD","798336",NA,419,419,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Eastern Point Rd & Grapevine Rd","",c(269345.70011557, 928173.310314084)
"151","WD","798337",NA,430,896,3,233,417,460.038626609442,420,1140,20,FALSE,FALSE,"","","Essex Ave & Fernwood Lake Ave","",c(265835.766009043, 929748.317260041)
"152","WD","798338",NA,416,1010,9,74.25,123.9,109.239057239057,420,1140,20,FALSE,FALSE,"","","Essex Ave & Magnolia Ave","",c(264994.807218604, 929206.521671933)
"153","WD","798339",NA,415,1000,9,73.125,120.6,106.001709401709,420,1140,20,FALSE,FALSE,"","","Essex Ave & Concord St","",c(264702.38070496, 929976.214418014)
"154","WD","798340",NA,424,1007,7,97.1666666666667,127.5,112.005145797599,420,1140,20,FALSE,FALSE,"","","Essex Ave & Lawrence Mountain Rd","",c(263209.159957266, 930557.721539627)
"155","WD","798341",NA,431,1013,9,72.75,120,103.745704467354,420,1140,20,FALSE,FALSE,"","","Essex Ave & Edgewood Rd","",c(266540.67149791, 929565.210716293)
